time	open	high	low	close	volume
2019-01-02 09:30:00-05:00	23058.6	23058.6	23058.6	23058.6	300
2019-01-02 09:30:01-05:00	23058.6	23058.6	23058.6	23058.6	300
2019-01-02 09:30:02-05:00	23060	23060	23060	23060	300
2019-01-02 09:30:03-05:00	23012.7	23012.7	23012.7	23012.7	300
2019-01-02 09:30:04-05:00	23011.4	23011.4	23011.4	23011.4	300
2019-01-02 09:30:05-05:00	23007.8	23007.8	23007.8	23007.8	300
2019-01-02 09:30:06-05:00	22986.2	22986.2	22986.2	22986.2	300
2019-01-02 09:30:07-05:00	22980.9	22980.9	22980.9	22980.9	300
2019-01-02 09:30:08-05:00	22978.2	22978.2	22978.2	22978.2	300
2019-01-02 09:30:09-05:00	22976.4	22976.4	22976.4	22976.4	300
2019-01-02 09:30:10-05:00	22971.2	22971.2	22971.2	22971.2	300
2019-01-02 09:30:11-05:00	22971.9	22971.9	22971.9	22971.9	300
2019-01-02 09:30:12-05:00	22963.1	22963.1	22963.1	22963.1	300
2019-01-02 09:30:13-05:00	22959	22959	22959	22959	300
2019-01-02 09:30:14-05:00	22959	22959	22959	22959	300
2019-01-02 09:30:15-05:00	22956.3	22956.3	22956.3	22956.3	300
2019-01-02 09:30:16-05:00	22953.7	22953.7	22953.7	22953.7	300
2019-01-02 09:30:17-05:00	22955.6	22955.6	22955.6	22955.6	300
2019-01-02 09:30:18-05:00	22955	22955	22955	22955	300
2019-01-02 09:30:19-05:00	22955.8	22955.8	22955.8	22955.8	300
2019-01-02 09:30:20-05:00	22955.8	22955.8	22955.8	22955.8	300
2019-01-02 09:30:21-05:00	22957	22957	22957	22957	300
2019-01-02 09:30:22-05:00	22959.1	22959.1	22959.1	22959.1	300
2019-01-02 09:30:23-05:00	22958.7	22958.7	22958.7	22958.7	300
2019-01-02 09:30:24-05:00	22958.6	22958.6	22958.6	22958.6	300
2019-01-02 09:30:25-05:00	22957.3	22957.3	22957.3	22957.3	300
2019-01-02 09:30:26-05:00	22958.2	22958.2	22958.2	22958.2	300
2019-01-02 09:30:27-05:00	22956.7	22956.7	22956.7	22956.7	300
2019-01-02 09:30:28-05:00	22957.4	22957.4	22957.4	22957.4	300
2019-01-02 09:30:29-05:00	22954.7	22954.7	22954.7	22954.7	300
2019-01-02 09:30:30-05:00	22951.7	22951.7	22951.7	22951.7	300
2019-01-02 09:30:31-05:00	22952	22952	22952	22952	300
2019-01-02 09:30:32-05:00	22952	22952	22952	22952	300
2019-01-02 09:30:33-05:00	22952.9	22952.9	22952.9	22952.9	300
2019-01-02 09:30:34-05:00	22952	22952	22952	22952	300
2019-01-02 09:30:35-05:00	22951.3	22951.3	22951.3	22951.3	300
2019-01-02 09:30:36-05:00	22949.9	22949.9	22949.9	22949.9	300
2019-01-02 09:30:37-05:00	22950.7	22950.7	22950.7	22950.7	300
2019-01-02 09:30:38-05:00	22953	22953	22953	22953	300
2019-01-02 09:30:39-05:00	22953.9	22953.9	22953.9	22953.9	300
2019-01-02 09:30:40-05:00	22954.2	22954.2	22954.2	22954.2	300
2019-01-02 09:30:41-05:00	22951.5	22951.5	22951.5	22951.5	300
2019-01-02 09:30:42-05:00	22952.3	22952.3	22952.3	22952.3	300
2019-01-02 09:30:43-05:00	22951.2	22951.2	22951.2	22951.2	300
2019-01-02 09:30:44-05:00	22951.3	22951.3	22951.3	22951.3	300
2019-01-02 09:30:45-05:00	22960	22960	22960	22960	300
2019-01-02 09:30:46-05:00	22962.7	22962.7	22962.7	22962.7	300
2019-01-02 09:30:47-05:00	22961.4	22961.4	22961.4	22961.4	300
2019-01-02 09:30:48-05:00	22963.4	22963.4	22963.4	22963.4	300
2019-01-02 09:30:49-05:00	22963.2	22963.2	22963.2	22963.2	300
2019-01-02 09:30:50-05:00	22965.4	22965.4	22965.4	22965.4	300
2019-01-02 09:30:51-05:00	22968.4	22968.4	22968.4	22968.4	300
2019-01-02 09:30:52-05:00	22960.9	22960.9	22960.9	22960.9	300
2019-01-02 09:30:53-05:00	22963.7	22963.7	22963.7	22963.7	300
2019-01-02 09:30:54-05:00	22964.2	22964.2	22964.2	22964.2	300
2019-01-02 09:30:55-05:00	22962.2	22962.2	22962.2	22962.2	300
2019-01-02 09:30:56-05:00	22965.4	22965.4	22965.4	22965.4	300
2019-01-02 09:30:57-05:00	22965.1	22965.1	22965.1	22965.1	300
2019-01-02 09:30:58-05:00	22962.6	22962.6	22962.6	22962.6	300
2019-01-02 09:30:59-05:00	22960.5	22960.5	22960.5	22960.5	300
2019-01-02 09:31:00-05:00	22958.1	22958.1	22958.1	22958.1	300
2019-01-02 09:31:01-05:00	22963.2	22963.2	22963.2	22963.2	300
2019-01-02 09:31:02-05:00	22964.6	22964.6	22964.6	22964.6	300
2019-01-02 09:31:03-05:00	22966.1	22966.1	22966.1	22966.1	300
2019-01-02 09:31:04-05:00	22968.6	22968.6	22968.6	22968.6	300
2019-01-02 09:31:05-05:00	22969.1	22969.1	22969.1	22969.1	300
2019-01-02 09:31:06-05:00	22966.7	22966.7	22966.7	22966.7	300
2019-01-02 09:31:07-05:00	22964.9	22964.9	22964.9	22964.9	300
2019-01-02 09:31:08-05:00	22966.5	22966.5	22966.5	22966.5	300
2019-01-02 09:31:09-05:00	22966.6	22966.6	22966.6	22966.6	300
2019-01-02 09:31:10-05:00	22967.1	22967.1	22967.1	22967.1	300
2019-01-02 09:31:11-05:00	22964.4	22964.4	22964.4	22964.4	300
2019-01-02 09:31:12-05:00	22962	22962	22962	22962	300
2019-01-02 09:31:13-05:00	22964.5	22964.5	22964.5	22964.5	300
2019-01-02 09:31:14-05:00	22965.6	22965.6	22965.6	22965.6	300
2019-01-02 09:31:15-05:00	22967.9	22967.9	22967.9	22967.9	300
2019-01-02 09:31:16-05:00	22969.6	22969.6	22969.6	22969.6	300
2019-01-02 09:31:17-05:00	22971.2	22971.2	22971.2	22971.2	300
2019-01-02 09:31:18-05:00	22971.8	22971.8	22971.8	22971.8	300
2019-01-02 09:31:19-05:00	22973.7	22973.7	22973.7	22973.7	300
2019-01-02 09:31:20-05:00	22975.3	22975.3	22975.3	22975.3	300
2019-01-02 09:31:21-05:00	22976.4	22976.4	22976.4	22976.4	300
2019-01-02 09:31:22-05:00	22977.5	22977.5	22977.5	22977.5	300
2019-01-02 09:31:23-05:00	22978.4	22978.4	22978.4	22978.4	300
2019-01-02 09:31:24-05:00	22980.9	22980.9	22980.9	22980.9	300
2019-01-02 09:31:25-05:00	22984.3	22984.3	22984.3	22984.3	300
2019-01-02 09:31:26-05:00	22990.1	22990.1	22990.1	22990.1	300
2019-01-02 09:31:27-05:00	22992.5	22992.5	22992.5	22992.5	300
2019-01-02 09:31:28-05:00	22995.4	22995.4	22995.4	22995.4	300
2019-01-02 09:31:29-05:00	23000.8	23000.8	23000.8	23000.8	300
2019-01-02 09:31:30-05:00	23001.4	23001.4	23001.4	23001.4	300
2019-01-02 09:31:31-05:00	23002.9	23002.9	23002.9	23002.9	300
2019-01-02 09:31:32-05:00	22999.2	22999.2	22999.2	22999.2	300
2019-01-02 09:31:33-05:00	22996.7	22996.7	22996.7	22996.7	300
2019-01-02 09:31:34-05:00	22994.7	22994.7	22994.7	22994.7	300
2019-01-02 09:31:35-05:00	22994.2	22994.2	22994.2	22994.2	300
2019-01-02 09:31:36-05:00	22992.7	22992.7	22992.7	22992.7	300
2019-01-02 09:31:37-05:00	22993.2	22993.2	22993.2	22993.2	300
2019-01-02 09:31:38-05:00	22993.1	22993.1	22993.1	22993.1	300
2019-01-02 09:31:39-05:00	22994	22994	22994	22994	300
2019-01-02 09:31:40-05:00	22995.8	22995.8	22995.8	22995.8	300
2019-01-02 09:31:41-05:00	22995.5	22995.5	22995.5	22995.5	300
2019-01-02 09:31:42-05:00	22997.1	22997.1	22997.1	22997.1	300
2019-01-02 09:31:43-05:00	22999.4	22999.4	22999.4	22999.4	300
2019-01-02 09:31:44-05:00	22998.2	22998.2	22998.2	22998.2	300
2019-01-02 09:31:45-05:00	22996	22996	22996	22996	300
2019-01-02 09:31:46-05:00	22995.5	22995.5	22995.5	22995.5	300
2019-01-02 09:31:47-05:00	22999.2	22999.2	22999.2	22999.2	300
2019-01-02 09:31:48-05:00	22996.3	22996.3	22996.3	22996.3	300
2019-01-02 09:31:49-05:00	23000.3	23000.3	23000.3	23000.3	300
2019-01-02 09:31:50-05:00	23000.7	23000.7	23000.7	23000.7	300
2019-01-02 09:31:51-05:00	23003.9	23003.9	23003.9	23003.9	300
2019-01-02 09:31:52-05:00	23004.2	23004.2	23004.2	23004.2	300
2019-01-02 09:31:53-05:00	23001.9	23001.9	23001.9	23001.9	300
2019-01-02 09:31:54-05:00	23002.6	23002.6	23002.6	23002.6	300
2019-01-02 09:31:55-05:00	23002.2	23002.2	23002.2	23002.2	300
2019-01-02 09:31:56-05:00	23001.5	23001.5	23001.5	23001.5	300
2019-01-02 09:31:57-05:00	23001.8	23001.8	23001.8	23001.8	300
2019-01-02 09:31:58-05:00	23001.4	23001.4	23001.4	23001.4	300
2019-01-02 09:31:59-05:00	23000.7	23000.7	23000.7	23000.7	300
2019-01-02 09:32:00-05:00	22999.5	22999.5	22999.5	22999.5	300
2019-01-02 09:32:01-05:00	22999	22999	22999	22999	300
2019-01-02 09:32:02-05:00	22997.8	22997.8	22997.8	22997.8	300
2019-01-02 09:32:03-05:00	22996.7	22996.7	22996.7	22996.7	300
2019-01-02 09:32:04-05:00	22995.9	22995.9	22995.9	22995.9	300
2019-01-02 09:32:05-05:00	22994.8	22994.8	22994.8	22994.8	300
2019-01-02 09:32:06-05:00	22995.8	22995.8	22995.8	22995.8	300
2019-01-02 09:32:07-05:00	22995	22995	22995	22995	300
2019-01-02 09:32:08-05:00	22994.4	22994.4	22994.4	22994.4	300
2019-01-02 09:32:09-05:00	22990.5	22990.5	22990.5	22990.5	300
2019-01-02 09:32:10-05:00	22993.4	22993.4	22993.4	22993.4	300
2019-01-02 09:32:11-05:00	22993.4	22993.4	22993.4	22993.4	300
2019-01-02 09:32:12-05:00	22992.3	22992.3	22992.3	22992.3	300
2019-01-02 09:32:13-05:00	22992.8	22992.8	22992.8	22992.8	300
2019-01-02 09:32:14-05:00	22993.2	22993.2	22993.2	22993.2	300
2019-01-02 09:32:15-05:00	22987.6	22987.6	22987.6	22987.6	300
2019-01-02 09:32:16-05:00	22988.2	22988.2	22988.2	22988.2	300
2019-01-02 09:32:17-05:00	22988.9	22988.9	22988.9	22988.9	300
2019-01-02 09:32:18-05:00	22987.1	22987.1	22987.1	22987.1	300
2019-01-02 09:32:19-05:00	22985.8	22985.8	22985.8	22985.8	300
2019-01-02 09:32:20-05:00	22977.9	22977.9	22977.9	22977.9	300
2019-01-02 09:32:21-05:00	22978.7	22978.7	22978.7	22978.7	300
2019-01-02 09:32:22-05:00	22981.7	22981.7	22981.7	22981.7	300
2019-01-02 09:32:23-05:00	22979.4	22979.4	22979.4	22979.4	300
2019-01-02 09:32:24-05:00	22979.7	22979.7	22979.7	22979.7	300
2019-01-02 09:32:25-05:00	22983.4	22983.4	22983.4	22983.4	300
2019-01-02 09:32:26-05:00	22984	22984	22984	22984	300
2019-01-02 09:32:27-05:00	22985	22985	22985	22985	300
2019-01-02 09:32:28-05:00	22984.4	22984.4	22984.4	22984.4	300
2019-01-02 09:32:29-05:00	22980	22980	22980	22980	300
2019-01-02 09:32:30-05:00	22980.3	22980.3	22980.3	22980.3	300
2019-01-02 09:32:31-05:00	22978.8	22978.8	22978.8	22978.8	300
2019-01-02 09:32:32-05:00	22974.2	22974.2	22974.2	22974.2	300
2019-01-02 09:32:33-05:00	22975	22975	22975	22975	300
2019-01-02 09:32:34-05:00	22971.6	22971.6	22971.6	22971.6	300
2019-01-02 09:32:35-05:00	22972.2	22972.2	22972.2	22972.2	300
2019-01-02 09:32:36-05:00	22971.9	22971.9	22971.9	22971.9	300
2019-01-02 09:32:37-05:00	22972.9	22972.9	22972.9	22972.9	300
2019-01-02 09:32:38-05:00	22973.6	22973.6	22973.6	22973.6	300
2019-01-02 09:32:39-05:00	22973.8	22973.8	22973.8	22973.8	300
2019-01-02 09:32:40-05:00	22968.4	22968.4	22968.4	22968.4	300
2019-01-02 09:32:41-05:00	22968.9	22968.9	22968.9	22968.9	300
2019-01-02 09:32:42-05:00	22970.7	22970.7	22970.7	22970.7	300
2019-01-02 09:32:43-05:00	22970.8	22970.8	22970.8	22970.8	300
2019-01-02 09:32:44-05:00	22972.6	22972.6	22972.6	22972.6	300
2019-01-02 09:32:45-05:00	22973.7	22973.7	22973.7	22973.7	300
2019-01-02 09:32:46-05:00	22974.3	22974.3	22974.3	22974.3	300
2019-01-02 09:32:47-05:00	22973.8	22973.8	22973.8	22973.8	300
