time	open	high	low	close	volume
2019-01-02 09:32:48-05:00	22973.4	22973.4	22973.4	22973.4	300
2019-01-02 09:32:49-05:00	22972.1	22972.1	22972.1	22972.1	300
2019-01-02 09:32:50-05:00	22973.4	22973.4	22973.4	22973.4	300
2019-01-02 09:32:51-05:00	22975.6	22975.6	22975.6	22975.6	300
2019-01-02 09:32:52-05:00	22975.2	22975.2	22975.2	22975.2	300
2019-01-02 09:32:53-05:00	22971	22971	22971	22971	300
2019-01-02 09:32:54-05:00	22972	22972	22972	22972	300
2019-01-02 09:32:55-05:00	22973.1	22973.1	22973.1	22973.1	300
2019-01-02 09:32:56-05:00	22973.9	22973.9	22973.9	22973.9	300
2019-01-02 09:32:57-05:00	22975.7	22975.7	22975.7	22975.7	300
2019-01-02 09:32:58-05:00	22979.2	22979.2	22979.2	22979.2	300
2019-01-02 09:32:59-05:00	22977.1	22977.1	22977.1	22977.1	300
2019-01-02 09:33:00-05:00	22976.2	22976.2	22976.2	22976.2	300
2019-01-02 09:33:01-05:00	22972.8	22972.8	22972.8	22972.8	300
2019-01-02 09:33:02-05:00	22972.2	22972.2	22972.2	22972.2	300
2019-01-02 09:33:03-05:00	22971.9	22971.9	22971.9	22971.9	300
2019-01-02 09:33:04-05:00	22969.4	22969.4	22969.4	22969.4	300
2019-01-02 09:33:05-05:00	22970.3	22970.3	22970.3	22970.3	300
2019-01-02 09:33:06-05:00	22969.9	22969.9	22969.9	22969.9	300
2019-01-02 09:33:07-05:00	22969.2	22969.2	22969.2	22969.2	300
2019-01-02 09:33:08-05:00	22969.9	22969.9	22969.9	22969.9	300
2019-01-02 09:33:09-05:00	22969.7	22969.7	22969.7	22969.7	300
2019-01-02 09:33:10-05:00	22968.3	22968.3	22968.3	22968.3	300
2019-01-02 09:33:11-05:00	22968.1	22968.1	22968.1	22968.1	300
2019-01-02 09:33:12-05:00	22967.5	22967.5	22967.5	22967.5	300
2019-01-02 09:33:13-05:00	22969.1	22969.1	22969.1	22969.1	300
2019-01-02 09:33:14-05:00	22971.2	22971.2	22971.2	22971.2	300
2019-01-02 09:33:15-05:00	22972.7	22972.7	22972.7	22972.7	300
2019-01-02 09:33:16-05:00	22971.1	22971.1	22971.1	22971.1	300
2019-01-02 09:33:17-05:00	22968.5	22968.5	22968.5	22968.5	300
2019-01-02 09:33:18-05:00	22966.1	22966.1	22966.1	22966.1	300
2019-01-02 09:33:19-05:00	22966.5	22966.5	22966.5	22966.5	300
2019-01-02 09:33:20-05:00	22963.2	22963.2	22963.2	22963.2	300
2019-01-02 09:33:21-05:00	22961.6	22961.6	22961.6	22961.6	300
2019-01-02 09:33:23-05:00	22962.5	22962.5	22962.5	22962.5	300
2019-01-02 09:33:24-05:00	22959.2	22959.2	22959.2	22959.2	300
2019-01-02 09:33:25-05:00	22955.2	22955.2	22955.2	22955.2	300
2019-01-02 09:33:26-05:00	22955.3	22955.3	22955.3	22955.3	300
2019-01-02 09:33:27-05:00	22954.3	22954.3	22954.3	22954.3	300
2019-01-02 09:33:28-05:00	22952.1	22952.1	22952.1	22952.1	300
2019-01-02 09:33:29-05:00	22952.4	22952.4	22952.4	22952.4	300
2019-01-02 09:33:30-05:00	22953.9	22953.9	22953.9	22953.9	300
2019-01-02 09:33:31-05:00	22954	22954	22954	22954	300
2019-01-02 09:33:32-05:00	22955.3	22955.3	22955.3	22955.3	300
2019-01-02 09:33:33-05:00	22954.9	22954.9	22954.9	22954.9	300
2019-01-02 09:33:34-05:00	22956.1	22956.1	22956.1	22956.1	300
2019-01-02 09:33:35-05:00	22956	22956	22956	22956	300
2019-01-02 09:33:36-05:00	22961	22961	22961	22961	300
2019-01-02 09:33:37-05:00	22964.3	22964.3	22964.3	22964.3	300
2019-01-02 09:33:38-05:00	22965.3	22965.3	22965.3	22965.3	300
2019-01-02 09:33:39-05:00	22967	22967	22967	22967	300
2019-01-02 09:33:40-05:00	22968.3	22968.3	22968.3	22968.3	300
2019-01-02 09:33:41-05:00	22968	22968	22968	22968	300
2019-01-02 09:33:42-05:00	22969.1	22969.1	22969.1	22969.1	300
2019-01-02 09:33:43-05:00	22970.7	22970.7	22970.7	22970.7	300
2019-01-02 09:33:44-05:00	22970.4	22970.4	22970.4	22970.4	300
2019-01-02 09:33:45-05:00	22972.5	22972.5	22972.5	22972.5	300
2019-01-02 09:33:46-05:00	22973.1	22973.1	22973.1	22973.1	300
2019-01-02 09:33:47-05:00	22971.6	22971.6	22971.6	22971.6	300
2019-01-02 09:33:48-05:00	22972.7	22972.7	22972.7	22972.7	300
2019-01-02 09:33:49-05:00	22971.9	22971.9	22971.9	22971.9	300
2019-01-02 09:33:50-05:00	22974.4	22974.4	22974.4	22974.4	300
2019-01-02 09:33:51-05:00	22973.2	22973.2	22973.2	22973.2	300
2019-01-02 09:33:52-05:00	22973.8	22973.8	22973.8	22973.8	300
2019-01-02 09:33:53-05:00	22969.9	22969.9	22969.9	22969.9	300
2019-01-02 09:33:54-05:00	22967.7	22967.7	22967.7	22967.7	300
2019-01-02 09:33:55-05:00	22963.8	22963.8	22963.8	22963.8	300
2019-01-02 09:33:56-05:00	22962	22962	22962	22962	300
2019-01-02 09:33:57-05:00	22959.6	22959.6	22959.6	22959.6	300
2019-01-02 09:33:58-05:00	22960.5	22960.5	22960.5	22960.5	300
2019-01-02 09:33:59-05:00	22960	22960	22960	22960	300
2019-01-02 09:34:00-05:00	22961	22961	22961	22961	300
2019-01-02 09:34:01-05:00	22962.4	22962.4	22962.4	22962.4	300
2019-01-02 09:34:02-05:00	22961.9	22961.9	22961.9	22961.9	300
2019-01-02 09:34:03-05:00	22961.7	22961.7	22961.7	22961.7	300
2019-01-02 09:34:04-05:00	22962	22962	22962	22962	300
2019-01-02 09:34:05-05:00	22958.2	22958.2	22958.2	22958.2	300
2019-01-02 09:34:06-05:00	22958.1	22958.1	22958.1	22958.1	300
2019-01-02 09:34:07-05:00	22954.2	22954.2	22954.2	22954.2	300
2019-01-02 09:34:08-05:00	22952.6	22952.6	22952.6	22952.6	300
2019-01-02 09:34:09-05:00	22953.1	22953.1	22953.1	22953.1	300
2019-01-02 09:34:10-05:00	22953.8	22953.8	22953.8	22953.8	300
2019-01-02 09:34:11-05:00	22951.4	22951.4	22951.4	22951.4	300
2019-01-02 09:34:12-05:00	22951	22951	22951	22951	300
2019-01-02 09:34:13-05:00	22949.5	22949.5	22949.5	22949.5	300
2019-01-02 09:34:14-05:00	22950.5	22950.5	22950.5	22950.5	300
2019-01-02 09:34:15-05:00	22950.8	22950.8	22950.8	22950.8	300
2019-01-02 09:34:16-05:00	22953.2	22953.2	22953.2	22953.2	300
2019-01-02 09:34:17-05:00	22954.4	22954.4	22954.4	22954.4	300
2019-01-02 09:34:18-05:00	22952.7	22952.7	22952.7	22952.7	300
2019-01-02 09:34:19-05:00	22956.4	22956.4	22956.4	22956.4	300
2019-01-02 09:34:20-05:00	22958.6	22958.6	22958.6	22958.6	300
2019-01-02 09:34:21-05:00	22958.5	22958.5	22958.5	22958.5	300
2019-01-02 09:34:22-05:00	22961.4	22961.4	22961.4	22961.4	300
2019-01-02 09:34:23-05:00	22963.5	22963.5	22963.5	22963.5	300
2019-01-02 09:34:24-05:00	22970	22970	22970	22970	300
2019-01-02 09:34:25-05:00	22973.6	22973.6	22973.6	22973.6	300
2019-01-02 09:34:26-05:00	22976.3	22976.3	22976.3	22976.3	300
2019-01-02 09:34:27-05:00	22976.4	22976.4	22976.4	22976.4	300
2019-01-02 09:34:28-05:00	22977.8	22977.8	22977.8	22977.8	300
2019-01-02 09:34:29-05:00	22976.5	22976.5	22976.5	22976.5	300
2019-01-02 09:34:30-05:00	22976.1	22976.1	22976.1	22976.1	300
2019-01-02 09:34:31-05:00	22976	22976	22976	22976	300
2019-01-02 09:34:32-05:00	22975.8	22975.8	22975.8	22975.8	300
2019-01-02 09:34:34-05:00	22973.2	22973.2	22973.2	22973.2	300
2019-01-02 09:34:35-05:00	22972.1	22972.1	22972.1	22972.1	300
2019-01-02 09:34:36-05:00	22969.5	22969.5	22969.5	22969.5	300
2019-01-02 09:34:37-05:00	22956.7	22956.7	22956.7	22956.7	300
2019-01-02 09:34:38-05:00	22954.3	22954.3	22954.3	22954.3	300
2019-01-02 09:34:39-05:00	22949.9	22949.9	22949.9	22949.9	300
2019-01-02 09:34:40-05:00	22949.8	22949.8	22949.8	22949.8	300
2019-01-02 09:34:41-05:00	22951.4	22951.4	22951.4	22951.4	300
2019-01-02 09:34:42-05:00	22954.3	22954.3	22954.3	22954.3	300
2019-01-02 09:34:43-05:00	22957.3	22957.3	22957.3	22957.3	300
2019-01-02 09:34:44-05:00	22959.5	22959.5	22959.5	22959.5	300
2019-01-02 09:34:45-05:00	22957	22957	22957	22957	300
2019-01-02 09:34:46-05:00	22954.6	22954.6	22954.6	22954.6	300
2019-01-02 09:34:47-05:00	22954.4	22954.4	22954.4	22954.4	300
2019-01-02 09:34:48-05:00	22955.6	22955.6	22955.6	22955.6	300
2019-01-02 09:34:49-05:00	22954.9	22954.9	22954.9	22954.9	300
2019-01-02 09:34:50-05:00	22954.5	22954.5	22954.5	22954.5	300
2019-01-02 09:34:51-05:00	22954.5	22954.5	22954.5	22954.5	300
2019-01-02 09:34:52-05:00	22955.8	22955.8	22955.8	22955.8	300
2019-01-02 09:34:53-05:00	22959.5	22959.5	22959.5	22959.5	300
2019-01-02 09:34:54-05:00	22961.9	22961.9	22961.9	22961.9	300
2019-01-02 09:34:55-05:00	22967.6	22967.6	22967.6	22967.6	300
2019-01-02 09:34:56-05:00	22965.5	22965.5	22965.5	22965.5	300
2019-01-02 09:34:57-05:00	22965.3	22965.3	22965.3	22965.3	300
2019-01-02 09:34:58-05:00	22963.2	22963.2	22963.2	22963.2	300
2019-01-02 09:34:59-05:00	22962.6	22962.6	22962.6	22962.6	300
2019-01-02 09:35:00-05:00	22963.4	22963.4	22963.4	22963.4	300
2019-01-02 09:35:01-05:00	22967.8	22967.8	22967.8	22967.8	300
2019-01-02 09:35:02-05:00	22961.1	22961.1	22961.1	22961.1	300
2019-01-02 09:35:03-05:00	22955.3	22955.3	22955.3	22955.3	300
2019-01-02 09:35:04-05:00	22951.6	22951.6	22951.6	22951.6	300
2019-01-02 09:35:05-05:00	22948.9	22948.9	22948.9	22948.9	300
2019-01-02 09:35:06-05:00	22944.3	22944.3	22944.3	22944.3	300
2019-01-02 09:35:07-05:00	22938.2	22938.2	22938.2	22938.2	300
2019-01-02 09:35:08-05:00	22933.4	22933.4	22933.4	22933.4	300
2019-01-02 09:35:09-05:00	22928.6	22928.6	22928.6	22928.6	300
2019-01-02 09:35:10-05:00	22928.6	22928.6	22928.6	22928.6	300
2019-01-02 09:35:11-05:00	22930	22930	22930	22930	300
2019-01-02 09:35:12-05:00	22932.8	22932.8	22932.8	22932.8	300
2019-01-02 09:35:13-05:00	22932.6	22932.6	22932.6	22932.6	300
2019-01-02 09:35:14-05:00	22934.9	22934.9	22934.9	22934.9	300
2019-01-02 09:35:15-05:00	22934.5	22934.5	22934.5	22934.5	300
2019-01-02 09:35:16-05:00	22935.1	22935.1	22935.1	22935.1	300
2019-01-02 09:35:17-05:00	22931.5	22931.5	22931.5	22931.5	300
2019-01-02 09:35:18-05:00	22932.8	22932.8	22932.8	22932.8	300
2019-01-02 09:35:19-05:00	22930.9	22930.9	22930.9	22930.9	300
2019-01-02 09:35:20-05:00	22935.3	22935.3	22935.3	22935.3	300
2019-01-02 09:35:21-05:00	22937.2	22937.2	22937.2	22937.2	300
2019-01-02 09:35:22-05:00	22937.7	22937.7	22937.7	22937.7	300
2019-01-02 09:35:23-05:00	22938.5	22938.5	22938.5	22938.5	300
2019-01-02 09:35:24-05:00	22939.6	22939.6	22939.6	22939.6	300
2019-01-02 09:35:25-05:00	22938.9	22938.9	22938.9	22938.9	300
2019-01-02 09:35:26-05:00	22936	22936	22936	22936	300
2019-01-02 09:35:27-05:00	22938.3	22938.3	22938.3	22938.3	300
2019-01-02 09:35:28-05:00	22938.8	22938.8	22938.8	22938.8	300
2019-01-02 09:35:29-05:00	22937.8	22937.8	22937.8	22937.8	300
2019-01-02 09:35:30-05:00	22937.6	22937.6	22937.6	22937.6	300
2019-01-02 09:35:31-05:00	22940.1	22940.1	22940.1	22940.1	300
2019-01-02 09:35:32-05:00	22939.6	22939.6	22939.6	22939.6	300
2019-01-02 09:35:33-05:00	22938.9	22938.9	22938.9	22938.9	300
2019-01-02 09:35:34-05:00	22942.2	22942.2	22942.2	22942.2	300
2019-01-02 09:35:35-05:00	22941.3	22941.3	22941.3	22941.3	300
2019-01-02 09:35:36-05:00	22950.7	22950.7	22950.7	22950.7	300
2019-01-02 09:35:37-05:00	22951.6	22951.6	22951.6	22951.6	300
2019-01-02 09:35:38-05:00	22954.2	22954.2	22954.2	22954.2	300
2019-01-02 09:35:39-05:00	22948.5	22948.5	22948.5	22948.5	300
2019-01-02 09:35:40-05:00	22957.2	22957.2	22957.2	22957.2	300
2019-01-02 09:35:41-05:00	22959	22959	22959	22959	300
2019-01-02 09:35:42-05:00	22966.1	22966.1	22966.1	22966.1	300
2019-01-02 09:35:43-05:00	22967	22967	22967	22967	300
2019-01-02 09:35:44-05:00	22967.2	22967.2	22967.2	22967.2	300
2019-01-02 09:35:45-05:00	22966.8	22966.8	22966.8	22966.8	300
2019-01-02 09:35:46-05:00	22968.2	22968.2	22968.2	22968.2	300
2019-01-02 09:35:47-05:00	22970.7	22970.7	22970.7	22970.7	300
2019-01-02 09:35:48-05:00	22967.2	22967.2	22967.2	22967.2	300
2019-01-02 09:35:49-05:00	22968.2	22968.2	22968.2	22968.2	300
2019-01-02 09:35:50-05:00	22963.5	22963.5	22963.5	22963.5	300
2019-01-02 09:35:51-05:00	22960.8	22960.8	22960.8	22960.8	300
2019-01-02 09:35:52-05:00	22962.9	22962.9	22962.9	22962.9	300
2019-01-02 09:35:53-05:00	22962.4	22962.4	22962.4	22962.4	300
2019-01-02 09:35:54-05:00	22960.8	22960.8	22960.8	22960.8	300
2019-01-02 09:35:55-05:00	22952.6	22952.6	22952.6	22952.6	300
2019-01-02 09:35:56-05:00	22949.1	22949.1	22949.1	22949.1	300
2019-01-02 09:35:57-05:00	22948	22948	22948	22948	300
2019-01-02 09:35:58-05:00	22945.8	22945.8	22945.8	22945.8	300
2019-01-02 09:35:59-05:00	22944.7	22944.7	22944.7	22944.7	300
2019-01-02 09:36:00-05:00	22945.6	22945.6	22945.6	22945.6	300
2019-01-02 09:36:01-05:00	22945.6	22945.6	22945.6	22945.6	300
2019-01-02 09:36:02-05:00	22945.7	22945.7	22945.7	22945.7	300
2019-01-02 09:36:03-05:00	22946.5	22946.5	22946.5	22946.5	300
2019-01-02 09:36:04-05:00	22946.3	22946.3	22946.3	22946.3	300
2019-01-02 09:36:05-05:00	22950.5	22950.5	22950.5	22950.5	300
2019-01-02 09:36:06-05:00	22951.4	22951.4	22951.4	22951.4	300
2019-01-02 09:36:07-05:00	22956.3	22956.3	22956.3	22956.3	300
