date	high	high	high	high
2019-01-02 09:59:39-05:00	152.14	152.14	152.14	152.14
2019-01-02 09:59:41-05:00	152.16	152.16	152.16	152.16
2019-01-02 09:59:42-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:59:43-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:59:44-05:00	152.22	152.22	152.22	152.22
2019-01-02 09:59:45-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:59:46-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:59:47-05:00	152.19	152.19	152.19	152.19
2019-01-02 09:59:48-05:00	152.2	152.2	152.2	152.2
2019-01-02 09:59:49-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:59:50-05:00	152.18	152.18	152.18	152.18
2019-01-02 09:59:51-05:00	152.21	152.21	152.21	152.21
2019-01-02 09:59:52-05:00	152.23	152.23	152.23	152.23
2019-01-02 09:59:53-05:00	152.24	152.24	152.24	152.24
2019-01-02 09:59:55-05:00	152.27	152.27	152.27	152.27
2019-01-02 09:59:58-05:00	152.25	152.25	152.25	152.25
2019-01-02 09:59:59-05:00	152.26	152.26	152.26	152.26
